3.2825381755828857,Button.left.True,707:27
0.0629720687866211,Button.left.False,707:27
2.5133564472198486,Key.True,h
0.10708403587341309,Key.False,h
0.07800507545471191,Key.True,e
0.12599420547485352,Key.False,e
1.2140116691589355,Key.True,l
0.060996294021606445,Key.False,l
0.09200048446655273,Key.True,l
0.09453487396240234,Key.False,l
0.0769951343536377,Key.True,o
0.1280040740966797,Key.False,o
0.9260387420654297,Key.True,Key.space
0.13901734352111816,Key.False,Key.space
0.37502598762512207,Key.True,w
0.0939626693725586,Key.True,o
0.09299707412719727,Key.False,w
0.12504053115844727,Key.False,o
0.12399673461914062,Key.True,r
0.11001944541931152,Key.False,r
0.4721062183380127,Key.True,l
0.08002138137817383,Key.False,l
0.38758111000061035,Key.True,s
0.12380361557006836,Key.False,s
0.48203158378601074,Key.True,Key.enter
0.0480039119720459,Key.False,Key.enter
3.5576109886169434,Key.True,Key.ctrl_l
0.420971155166626,Key.True,
0.07699441909790039,Key.False,
0.09204459190368652,Key.False,Key.ctrl_l
