1.5922508239746094,Key.True,k
0.09400534629821777,Key.False,k
0.14199423789978027,Key.True,a
0.17102694511413574,Key.False,a
0.12494564056396484,Key.True,a
0.2500324249267578,Key.False,a
0.09300518035888672,Key.True,s
0.09299278259277344,Key.True,d
0.12700653076171875,Key.False,s
0.09295892715454102,Key.True,f
0.12305068969726562,Key.False,d
0.1389474868774414,Key.True,a
0.09200501441955566,Key.False,f
0.12302541732788086,Key.True,s
0.10897302627563477,Key.False,a
0.10803413391113281,Key.True,d
0.0940089225769043,Key.True,f
0.09295463562011719,Key.False,s
0.10950255393981934,Key.False,d
0.10960006713867188,Key.False,f
